success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,participant_id,screen_width,screen_height,is_mobile,age,gender,ai_use_frequency,ai_detection_experience,rt,stimulus,response,save_trial,trial_id,block,target_origin,set_size,target_present,cue_image,composite_image,target_position,correct_key,repetition,is_practice,no_response,correct,trial_index_global,true_origin,filename,realism_rating,classification_response,classification_correct
true,false,[],[],[],preload,0,2156,0.0-0.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,html-button-response,1,6076,0.0-1.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,3918,"<div class=""box""><h2>Информация об исследовании</h2><p>Вы приглашены принять участие в научном исследовании, посвящённом особенностям зрительного восприятия.</p><p>Участие <strong>анонимно и добровольно</strong>. Вы можете прекратить в любой момент.</p><p>Эксперимент займёт около <strong>10–15 минут</strong>.</p><p>Данные используются исключительно в учебно-научных целях (курсовая работа, НИУ ВШЭ).</p></div>",0,,,,,,,,,,,,,,,,,,,,
,,,,,html-button-response,2,13442,0.0-2.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,7364,"<div class=""box""><h2>Перед началом</h2><ul><li>Вы за <strong>компьютером или ноутбуком</strong></li><li>Клавиши <strong>←</strong> и <strong>→</strong> доступны</li><li>Браузер развёрнут <strong>на весь экран</strong> (F11)</li><li>Экран на расстоянии <strong>вытянутой руки</strong></li><li>Есть <strong>10–15 минут</strong> в тишине без отвлечений</li></ul></div>",0,,,,,,,,,,,,,,,,,,,,
,,,,,survey-html-form,3,34760,0.0-3.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,21315,,"{""age"":""19"",""gender"":""male"",""device"":""desktop"",""ai_use_frequency"":""4"",""ai_detection_experience"":""0""}",,,,,,,,,,,,,,,,,,,,
,,,,,html-button-response,4,71524,0.0-4.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,36761,"<div class=""box""><h2>Задача</h2><p>В каждой пробе сначала появится <strong>одно лицо</strong>. Его нужно запомнить.</p><p>Затем появится набор из нескольких лиц. Ваша задача — определить, было ли запомненное лицо в этом наборе.</p><div class=""keys""><div class=""key"">←<span>лица НЕ БЫЛО</span></div><div class=""key"">→<span>лицо БЫЛО</span></div></div><p>Держите пальцы на клавишах <strong>←</strong> и <strong>→</strong>.</p><p><strong>Важно:</strong> в начале каждой пробы — фиксационный крест (+). Смотрите на него и <strong>не двигайте глазами</strong> до появления набора. Отвечайте как можно быстрее.</p><p>Если ответ не дан в течение 5 секунд — проба завершится автоматически.</p><p>Сначала — несколько тренировочных проб с обратной связью.</p></div>",0,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,5,72026,0.0-5.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<p style=""font-size:60px;color:#fff;margin:0"">+</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,6,73528,0.0-6.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<div style=""text-align:center""><p style=""color:#fff;font-size:18px;margin-bottom:12px"">Запомните это лицо</p><img src=""ai_003.png"" style=""width:256px;height:256px;object-fit:contain;border:3px solid #fff;border-radius:4px;background:#808080""></div>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,7,74029,0.0-7.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,8,75785,0.0-8.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,1754,"<div style=""text-align:center""><img src=""ff_v4_032.png"" style=""max-width:90vw;max-height:72vh;display:block;margin:0 auto""><p style=""color:#fff;font-size:18px;margin-top:16px"">Было ли запомненное лицо в наборе?</p><div class=""keys"" style=""margin-top:12px""><div class=""key"">←<span>НЕ БЫЛО</span></div><div class=""key"">→<span>БЫЛО</span></div></div></div>",arrowright,true,ff_032,face_face,ai,4,true,ai_003.png,ff_v4_032.png,4,arrowright,1,true,false,true,9,,,,,
,,,,,html-keyboard-response,9,76588,0.0-9.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<p class=""fb-yes"">Верно</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,10,77090,0.0-10.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,11,77592,0.0-11.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<p style=""font-size:60px;color:#fff;margin:0"">+</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,12,79094,0.0-12.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<div style=""text-align:center""><p style=""color:#fff;font-size:18px;margin-bottom:12px"">Запомните это лицо</p><img src=""real_002.png"" style=""width:256px;height:256px;object-fit:contain;border:3px solid #fff;border-radius:4px;background:#808080""></div>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,13,79596,0.0-13.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,14,81999,0.0-14.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,2402,"<div style=""text-align:center""><img src=""ff_v4_008.png"" style=""max-width:90vw;max-height:72vh;display:block;margin:0 auto""><p style=""color:#fff;font-size:18px;margin-top:16px"">Было ли запомненное лицо в наборе?</p><div class=""keys"" style=""margin-top:12px""><div class=""key"">←<span>НЕ БЫЛО</span></div><div class=""key"">→<span>БЫЛО</span></div></div></div>",arrowleft,true,ff_008,face_face,real,8,false,real_002.png,ff_v4_008.png,,arrowleft,1,true,false,true,15,,,,,
,,,,,html-keyboard-response,15,82801,0.0-15.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<p class=""fb-yes"">Верно</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,16,83303,0.0-16.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,17,83804,0.0-17.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<p style=""font-size:60px;color:#fff;margin:0"">+</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,18,85307,0.0-18.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<div style=""text-align:center""><p style=""color:#fff;font-size:18px;margin-bottom:12px"">Запомните это лицо</p><img src=""ai_001.png"" style=""width:256px;height:256px;object-fit:contain;border:3px solid #fff;border-radius:4px;background:#808080""></div>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,19,85809,0.0-19.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,20,87399,0.0-20.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,1588,"<div style=""text-align:center""><img src=""ff_v4_022.png"" style=""max-width:90vw;max-height:72vh;display:block;margin:0 auto""><p style=""color:#fff;font-size:18px;margin-top:16px"">Было ли запомненное лицо в наборе?</p><div class=""keys"" style=""margin-top:12px""><div class=""key"">←<span>НЕ БЫЛО</span></div><div class=""key"">→<span>БЫЛО</span></div></div></div>",arrowleft,true,ff_022,face_face,ai,4,false,ai_001.png,ff_v4_022.png,,arrowleft,1,true,false,true,21,,,,,
,,,,,html-keyboard-response,21,88201,0.0-21.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<p class=""fb-yes"">Верно</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,22,88703,0.0-22.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,23,89205,0.0-23.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<p style=""font-size:60px;color:#fff;margin:0"">+</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,24,90706,0.0-24.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<div style=""text-align:center""><p style=""color:#fff;font-size:18px;margin-bottom:12px"">Запомните это лицо</p><img src=""ai_006.png"" style=""width:256px;height:256px;object-fit:contain;border:3px solid #fff;border-radius:4px;background:#808080""></div>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,25,91209,0.0-25.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,26,92310,0.0-26.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,1100,"<div style=""text-align:center""><img src=""ff_v4_006.png"" style=""max-width:90vw;max-height:72vh;display:block;margin:0 auto""><p style=""color:#fff;font-size:18px;margin-top:16px"">Было ли запомненное лицо в наборе?</p><div class=""keys"" style=""margin-top:12px""><div class=""key"">←<span>НЕ БЫЛО</span></div><div class=""key"">→<span>БЫЛО</span></div></div></div>",arrowright,true,ff_006,face_face,ai,4,true,ai_006.png,ff_v4_006.png,1,arrowright,1,true,false,true,27,,,,,
,,,,,html-keyboard-response,27,93111,0.0-27.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<p class=""fb-yes"">Верно</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,28,93614,0.0-28.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<p style=""color:#808080;font-size:1px"">.</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,29,94116,0.0-29.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<p style=""font-size:60px;color:#fff;margin:0"">+</p>",null,,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,30,95619,0.0-30.0,24,1,2026-06-10 13:01:04,fac33314ff793864f6ca77dbc392f4f8,109.122.201.136,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",desktop,Chrome,148.0.0.0,OS X,10_15_7,null,"en-US,en;q=0.9,ru-RU;q=0.8,ru;q=0.7",p_1781096465926_0odu,1470,956,false,19,male,4,0,null,"<div style=""text-align:center""><p style=""color:#fff;font-size:18px;margin-bottom:12px"">Запомните это лицо</p><img src=""real_039.png"" style=""width:256px;height:256px;object-fit:contain;border:3px solid #fff;border-radius:4px;background:#808080""></div>",null,,,,,,,,,,,,,,,,,,,,
